GEOTYPE|ST|GEOCOMP|GEO_ID|GEO_TTL|GEO_ID_F|NAICS2017|NAICS2017_TTL|NAICS2017_F|SECTOR|YEAR|FIRM|FIRM_F|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F|EMPQ1PW|EMPQ1PW_F|EMPQ2PW|EMPQ2PW_F|EMPQ3PW|EMPQ3PW_F|EMPQ4PW|EMPQ4PW_F|HOURS|HOURS_F|PAYANPW|PAYANPW_F|CSTMTOT|CSTMTOT_F|CSTMPRT|CSTMPRT_F|CSTRSL|CSTRSL_F|CSTFU|CSTFU_F|CSTELEC|CSTELEC_F|CSTCNT|CSTCNT_F|ELECPCH|ELECPCH_F|ELECGEN|ELECGEN_F|ELECSLD|ELECSLD_F|VALADD|VALADD_F|INVTOTB|INVTOTB_F|INVFINB|INVFINB_F|INVWIPB|INVWIPB_F|INVMATB|INVMATB_F|INVTOTE|INVTOTE_F|INVFINE|INVFINE_F|INVWIPE|INVWIPE_F|INVMATE|INVMATE_F|RPTOT|RPTOT_F|RPBLD|RPBLD_F|RPMCH|RPMCH_F|PCHTT|PCHTT_F|PCHTEMP|PCHTEMP_F|PCHCMPQ|PCHCMPQ_F|PCHEXSO|PCHEXSO_F|PCHDAPR|PCHDAPR_F|PCHCSVC|PCHCSVC_F|PCHRPR|PCHRPR_F|PCHRFUS|PCHRFUS_F|PCHADVT|PCHADVT_F|PCHPRTE|PCHPRTE_F|PCHTAX|PCHTAX_F|PCHOEXP|PCHOEXP_F
01|00|00|0100000US|United States||315990|Apparel accessories and other apparel manufacturing||31|2017|568||575||1034479||238058||55528||7734||5917||5859||5889||5921||10724||145209||444319||310356||110724||1985||5755||15499||63121||0||0||569694||236391||133326||21600||81465||211896||111025||23435||77436||18670||16805||1865||95409||12945||1602||1380||1089||2377||4426||1487||12876||7166||3648||46413|
01|00|00|0100000US|United States||316|Leather and allied product manufacturing||31|2017|1131||1167||4808453||940344||238517||26045||19984||19864||19658||19828||35521||566458||2783132||2369687||294994||8624||28267||81560||327597||0||0||2055180||792873||452122||90478||250273||815472||484484||87975||243013||54996||50891||4105||406995||43429||4321||4737||2729||9085||38977||14126||55668||32441||16345||185137|
01|00|00|0100000US|United States||3161|Leather and hide tanning and finishing||31|2017|169||179||1510866||143069||34341||3425||2621||2574||2559||2652||5370||93146||1143965||1114797||5327||4040||10626||9175||142481||0||0||373083||145317||77298||32512||35507||147241||84839||31153||31249||6395||5759||636||74365||4327||562||144||272||771||20610||9941||1807||3844||5438||26649|
01|00|00|0100000US|United States||31611|Leather and hide tanning and finishing||31|2017|169||179||1510866||143069||34341||3425||2621||2574||2559||2652||5370||93146||1143965||1114797||5327||4040||10626||9175||142481||0||0||373083||145317||77298||32512||35507||147241||84839||31153||31249||6395||5759||636||74365||4327||562||144||272||771||20610||9941||1807||3844||5438||26649|
01|00|00|0100000US|United States||316110|Leather and hide tanning and finishing||31|2017|169||179||1510866||143069||34341||3425||2621||2574||2559||2652||5370||93146||1143965||1114797||5327||4040||10626||9175||142481||0||0||373083||145317||77298||32512||35507||147241||84839||31153||31249||6395||5759||636||74365||4327||562||144||272||771||20610||9941||1807||3844||5438||26649|
01|00|00|0100000US|United States||3162|Footwear manufacturing||31|2017|209||227||1756116||410314||110237||11524||9002||8927||8874||8897||15574||261035||926851||780585||120194||1967||9657||14448||107898||0||0||846147||417346||265455||33806||118085||430491||284273||31870||114348||13658||11495||2163||155387||10010||1601||2384||1241||3396||12160||1914||30708||12965||4309||74699|
01|00|00|0100000US|United States||31621|Footwear manufacturing||31|2017|209||227||1756116||410314||110237||11524||9002||8927||8874||8897||15574||261035||926851||780585||120194||1967||9657||14448||107898||0||0||846147||417346||265455||33806||118085||430491||284273||31870||114348||13658||11495||2163||155387||10010||1601||2384||1241||3396||12160||1914||30708||12965||4309||74699|
01|00|00|0100000US|United States||316210|Footwear manufacturing||31|2017|209||227||1756116||410314||110237||11524||9002||8927||8874||8897||15574||261035||926851||780585||120194||1967||9657||14448||107898||0||0||846147||417346||265455||33806||118085||430491||284273||31870||114348||13658||11495||2163||155387||10010||1601||2384||1241||3396||12160||1914||30708||12965||4309||74699|
01|00|00|0100000US|United States||3169|Other leather and allied product manufacturing||31|2017|756||761||1541471||386961||93939||11096||8361||8363||8225||8279||14577||212277||712316||474305||169473||2617||7984||57937||77218||0||0||835950||230210||109369||24160||96681||237740||115372||24952||97416||34943||33637||1306||177243||29092||2158||2209||1216||4918||6207||2271||23153||15632||6598||83789|
01|00|00|0100000US|United States||31699|Other leather and allied product manufacturing||31|2017|756||761||1541471||386961||93939||11096||8361||8363||8225||8279||14577||212277||712316||474305||169473||2617||7984||57937||77218||0||0||835950||230210||109369||24160||96681||237740||115372||24952||97416||34943||33637||1306||177243||29092||2158||2209||1216||4918||6207||2271||23153||15632||6598||83789|
01|00|00|0100000US|United States||316992|Women's handbag and purse manufacturing||31|2017|93||94||324953||65122||18163||1505||1086||1100||1114||1148||2041||32577||145832||97024||9978||123||1150||37557||8800||0||0||180470||36064||12610||6554||16900||37674||15012||5501||17161||4501||4408||93||23650||877||328||147||169||517||1501||306||3960||3280||972||11593|
01|00|00|0100000US|United States||316998|All other leather good and allied product manufacturing||31|2017|663||667||1216518||321839||75776||9591||7275||7263||7111||7131||12536||179700||566484||377281||159495||2494||6834||20380||68418||0||0||655480||194146||96759||17606||79781||200066||100360||19451||80255||30442||29229||1213||153593||28215||1830||2062||1047||4401||4706||1965||19193||12352||5626||72196|
01|00|00|0100000US|United States||321|Wood product manufacturing||31|2017|12564||14616||107606458||16908009||4063161||395951||318953||324194||323371||322041||634425||12020409||60767096||54580140||2992388||716324||1577221||901023||20414119||1224638||617828||47057305||11217244||4562383||1801850||4853011||11838844||4882829||1699347||5256668||859452||568218||291234||8007949||970798||98742||52025||48502||154143||1475030||203139||261260||439891||419782||3884637|
01|00|00|0100000US|United States||3211|Sawmills and wood preservation||31|2017|2841||3300||32769072||4021481||976262||83783||71788||72325||71842||71870||147174||3166216||19925735||18188106||630888||248240||574466||284035||7269362||1172290||615042||12916986||4045748||1854251||763349||1428148||4250668||2048099||643150||1559419||131493||52192||79301||2521099||299105||10544||6449||15415||39499||623544||44929||20492||117529||144893||1198700|
01|00|00|0100000US|United States||32111|Sawmills and wood preservation||31|2017|2841||3300||32769072||4021481||976262||83783||71788||72325||71842||71870||147174||3166216||19925735||18188106||630888||248240||574466||284035||7269362||1172290||615042||12916986||4045748||1854251||763349||1428148||4250668||2048099||643150||1559419||131493||52192||79301||2521099||299105||10544||6449||15415||39499||623544||44929||20492||117529||144893||1198700|
01|00|00|0100000US|United States||321113|Sawmills||31|2017|2543||2887||26199964||3516416||854768||73584||63848||64194||63842||63831||131261||2843411||14814842||13319940||458802||218317||544439||273344||6920257||0|D|615042||11490202||2986156||1204336||595482||1186338||3237596||1333823||571075||1332698||97949||38140||59809||2151303||264528||8337||5562||13787||35193||571814||34267||15822||98091||122025||981877|
01|00|00|0100000US|United States||321114|Wood preservation||31|2017|309||413||6569108||505065||121494||10199||7940||8131||8000||8039||15913||322805||5110893||4868166||172086||29923||30027||10691||349105||0|D|0||1426784||1059592||649915||167867||241810||1013072||714276||72075||226721||33544||14052||19492||369796||34577||2207||887||1628||4306||51730||10662||4670||19438||22868||216823|
01|00|00|0100000US|United States||3212|Veneer, plywood, and engineered wood product manufacturing||31|2017|1075||1438||24749053||3584835||885528||76653||60561||61844||61785||61106||126891||2501960||13708599||12045343||818638||217301||508687||118630||7354967||20734||0|D|11055396||1941595||719307||142220||1080068||2025204||742903||133566||1148735||151104||83201||67903||1502142||171303||16349||8879||7727||24629||335514||59411||22146||70865||90306||695013|
01|00|00|0100000US|United States||32121|Veneer, plywood, and engineered wood product manufacturing||31|2017|1075||1438||24749053||3584835||885528||76653||60561||61844||61785||61106||126891||2501960||13708599||12045343||818638||217301||508687||118630||7354967||20734||0|D|11055396||1941595||719307||142220||1080068||2025204||742903||133566||1148735||151104||83201||67903||1502142||171303||16349||8879||7727||24629||335514||59411||22146||70865||90306||695013|
01|00|00|0100000US|United States||321211|Hardwood veneer and plywood manufacturing||31|2017|210||235||3247627||539671||113058||12935||10962||10837||10712||10523||21778||395175||2110850||1937105||107682||14284||40628||11151||474272||0|D|0||1139424||397056||157247||26459||213350||403120||161176||25177||216767||19494||12793||6701||176514||15320||1514||1239||615||3356||30967||7592||2524||12786||10824||89777|
01|00|00|0100000US|United States||321212|Softwood veneer and plywood manufacturing||31|2017|55||85||4207812||703266||181710||13843||12763||12793||12828||12731||28190||604995||2505764||2270368||0|D|47141||101152||0|D|1482847||0|D|0||1678237||268534||83751||49145||135638||248579||73490||35595||139494||14025||5739||8286||190821||15102||911||1175||1586||1782||70149||9720||542||5226||18419||66209|
01|00|00|0100000US|United States||321213|Engineered wood member (except truss) manufacturing||31|2017|95||114||1985402||261958||66922||5099||4178||4268||4264||4210||8860||202755||1313411||1191112||0|D|10977||28325||0|D|380683||0||0||675241||192399||103977||18633||69789||211977||107597||18263||86117||10586||7144||3442||108061||15846||1223||908||943||1981||24181||3887||11210||6927||4350||36605|
01|00|00|0100000US|United States||321214|Truss manufacturing||31|2017|616||800||6608190||1264743||299972||31048||21904||23055||23201||22828||44871||720634||3537706||3150919||285241||15265||33608||52673||419548||352||0|D|3075164||536154||145253||22549||368352||589220||152457||20025||416738||72874||44030||28844||420378||85449||8844||2456||3002||11930||62751||9166||4903||25642||25230||181005|
01|00|00|0100000US|United States||321219|Reconstituted wood product manufacturing||31|2017|135||204||8700022||815197||223866||13728||10754||10891||10780||10814||23192||578401||4240868||3495839||278539||129634||304974||31882||4597617||0|D|0||4487330||547452||229079||25434||292939||572308||248183||34506||289619||34125||13495||20630||606368||39586||3857||3101||1581||5580||147466||29046||2967||20284||31483||321417|
01|00|00|0100000US|United States||3219|Other wood product manufacturing||31|2017|8777||9878||50088333||9301693||2201371||235515||186604||190025||189744||189065||360360||6352233||27132762||24346691||1542862||250783||494068||498358||5789790||31614||0|D|23084923||5229901||1988825||896281||2344795||5562972||2091827||922631||2548514||576855||432825||144030||3984708||500390||71849||36697||25360||90015||515972||98799||218622||251497||184583||1990924|
01|00|00|0100000US|United States||32191|Millwork||31|2017|3128||3509||25600375||4504807||1093925||108142||83084||84698||84075||83415||157911||2974294||13406436||12058898||799922||105950||264776||176890||3125942||25656||0|D|12248928||2793364||1017074||464064||1312226||2984744||1063724||472403||1448617||244202||184061||60141||2031688||238152||37136||22149||11290||44773||276105||49434||151377||150752||85798||964722|
01|00|00|0100000US|United States||321911|Wood window and door manufacturing||31|2017|966||1114||12395209||2403660||585084||53839||40147||41306||41309||41147||76419||1531301||5740822||5335820||193169||38215||104419||69199||1260946||1977||0|D|6657279||947583||230973||137049||579561||1009923||239373||131541||639009||116430||85641||30789||1078819||107794||22494||15030||5767||26001||106389||21985||116970||103468||36858||516063|
01|00|00|0100000US|United States||321912|Cut stock, resawing lumber, and planing||31|2017|732||831||5872971||841120||205158||21421||17436||17513||17311||17405||33406||606669||3663620||3116227||407554||33129||78004||28706||920545||2462||0|D|2237294||807068||382678||138713||285677||887404||403936||145398||338070||46218||33417||12801||410733||60603||3110||1521||2312||6395||81145||9567||8244||18201||22072||197563|
01|00|00|0100000US|United States||321918|Other millwork (including flooring)||31|2017|1460||1564||7332195||1260027||303683||32882||25501||25879||25455||24863||48086||836324||4001994||3606851||199199||34606||82353||78985||944451||21217||0|D|3354355||1038713||403423||188302||446988||1087417||420415||195464||471538||81554||65003||16551||542136||69755||11532||5598||3211||12377||88571||17882||26163||29083||26868||251096|
01|00|00|0100000US|United States||32192|Wood container and pallet manufacturing||31|2017|2350||2721||9507080||1951616||460110||55176||46378||47005||46804||46962||89566||1434825||5493954||4818549||343716||71399||90474||169816||1005963||454||0|D|4020562||819313||271872||180310||367131||848119||281025||178593||388501||152309||115673||36636||811682||112011||9009||5766||7630||20490||112034||17611||13596||39709||38776||435050|
01|00|00|0100000US|United States||321920|Wood container and pallet manufacturing||31|2017|2350||2721||9507080||1951616||460110||55176||46378||47005||46804||46962||89566||1434825||5493954||4818549||343716||71399||90474||169816||1005963||454||0|D|4020562||819313||271872||180310||367131||848119||281025||178593||388501||152309||115673||36636||811682||112011||9009||5766||7630||20490||112034||17611||13596||39709||38776||435050|
01|00|00|0100000US|United States||32199|All other wood product manufacturing||31|2017|3344||3648||14980878||2845270||647336||72197||57142||58322||58865||58688||112883||1943114||8232372||7469244||399224||73434||138818||151652||1657885||5504||0|D|6815433||1617224||699879||251907||665438||1730109||747078||271635||711396||180344||133091||47253||1141338||150227||25704||8782||6440||24752||127833||31754||53649||61036||60009||591152|
01|00|00|0100000US|United States||321991|Manufactured home (mobile home) manufacturing||31|2017|160||244||4418468||875237||199406||21960||18531||18756||19138||19211||41222||653755||2613071||2534406||25158||15531||10882||27094||115276||0|D|0||1807936||285002||59937||36695||188370||290249||59420||39751||191078||25098||18106||6992||235265||30026||11414||1359||1089||4620||21014||8599||12760||10963||13926||119495|
01|00|00|0100000US|United States||321992|Prefabricated wood building manufacturing||31|2017|538||628||3653977||703392||151072||16173||11292||11955||12216||12012||22707||412686||2125156||1815662||211390||14347||12576||71181||134508||0|D|0|D|1545444||298230||120654||29435||148141||339750||131700||35012||173038||40282||33244||7038||282913||43839||4847||2864||1724||6610||19423||5544||19405||14082||16248||148327|
01|00|00|0100000US|United States||321999|All other miscellaneous wood product manufacturing||31|2017|2654||2776||6908433||1266641||296858||34064||27319||27611||27511||27465||48954||876673||3494145||3119176||162676||43556||115360||53377||1408101||5371||54||3462053||1033992||519288||185777||328927||1100110||555958||196872||347280||114964||81741||33223||623160||76362||9443||4559||3627||13522||87396||17611||21484||35991||29835||323330|
01|00|00|0100000US|United States||322|Paper manufacturing||31|2017|2510||4033||184587048||21256632||5388522||335193||262323||263396||261301||262348||551299||14866032||101435441||89868319||4024852||3241216||3371856||929198||56793257||0|D|0|D|82721474||14978170||6480385||1264518||7233267||14851441||5990468||1324302||7536671||1391450||885271||506179||13098869||834311||80759||68605||108344||119466||3506774||596271||103411||1093206||792592||5795130|
01|00|00|0100000US|United States||3221|Pulp, paper, and paperboard mills||31|2017|159||374||77272117||7914173||2005305||100283||79951||80420||78769||78567||174381||6153444||36736553||31000005||157723||2828636||2426977||323212||44714862||35374343||3568952||40164222||6005381||2698357||477937||2829087||5564143||2272934||532018||2759191||328836||88714||240122||7010622||155275||27083||20119||39923||24747||2220241||410218||25288||733838||450765||2903125|
01|00|00|0100000US|United States||32211|Pulp mills||31|2017|19||32||5679217||702191||166105||8003||6443||6464||6463||6553||14505||535044||2789661||2413527||0||256202||0|D|0|D|2022912||6751893||650043||2834299||525408||267486||26383||231539||454898||224416||14196||216286||34956||3402||31554||757195||4554||5497||3110||2241||1692||254329||32295||717||66819||59034||326907|
01|00|00|0100000US|United States||322110|Pulp mills||31|2017|19||32||5679217||702191||166105||8003||6443||6464||6463||6553||14505||535044||2789661||2413527||0||256202||0|D|0|D|2022912||6751893||650043||2834299||525408||267486||26383||231539||454898||224416||14196||216286||34956||3402||31554||757195||4554||5497||3110||2241||1692||254329||32295||717||66819||59034||326907|
01|00|00|0100000US|United States||32212|Paper mills||31|2017|95||187||40646429||4217524||1103953||56607||46183||46303||45667||45439||97760||3296839||19806499||17059487||76295||1264288||1257740||148689||24314692||13343855||1782935||20526564||3712574||1778650||366862||1567062||3388659||1382338||449808||1556513||153041||47804||105237||3293734||113074||13538||11629||28844||12006||785226||169008||21933||358355||208285||1571836|
01|00|00|0100000US|United States||322121|Paper (except newsprint) mills||31|2017|88||177||39460551||4070425||1058490||54782||44749||44899||44336||44238||94730||3192862||19038846||16559956||0|D|1232416||0|D|0|D|18208990||0|D|0|D|20130337||3602197||1723027||365398||1513772||3301593||0|D|0|D|1504536||151246||0|D|0|D|3079569||111039||12960||10022||28043||11446||755236||155131||21749||337886||196578||1439479|
01|00|00|0100000US|United States||322122|Newsprint mills||31|2017|8||10||1185878||147099||45463||1825||1434||1404||1331||1201||3030||103977||767653||499531||0|D|31872||0|D|0|D|6105702||0|D|0|D|396227||110377||55623||1464||53290||87066||0|D|0|D|51977||1795||0|D|0|D|214165||2035||578||1607||801||560||29990||13877||184||20469||11707||132357|
01|00|00|0100000US|United States||32213|Paperboard mills||31|2017|64||155||30946471||2994458||735247||35673||27325||27653||26639||26575||62116||2321561||14140393||11526991||81428||1308146||0|D|0|D|18377258||15278595||1135974||16803359||1767399||652221||84692||1030486||1720586||666180||68014||986392||140839||37508||103331||2959693||37647||8048||5380||8838||11049||1180686||208915||2638||308664||183446||1004382|
01|00|00|0100000US|United States||322130|Paperboard mills||31|2017|64||155||30946471||2994458||735247||35673||27325||27653||26639||26575||62116||2321561||14140393||11526991||81428||1308146||0|D|0|D|18377258||15278595||1135974||16803359||1767399||652221||84692||1030486||1720586||666180||68014||986392||140839||37508||103331||2959693||37647||8048||5380||8838||11049||1180686||208915||2638||308664||183446||1004382|
01|00|00|0100000US|United States||3222|Converted paper product manufacturing||31|2017|2406||3659||107314931||13342459||3383217||234910||182372||182976||182532||183781||376918||8712588||64698888||58868314||3867129||412580||944879||605986||12078395||0|D|0|D|42557252||8972789||3782028||786581||4404180||9287298||3717534||792284||4777480||1062614||796557||266057||6088247||679036||53676||48486||68421||94719||1286533||186053||78123||359368||341827||2892005|
01|00|00|0100000US|United States||32221|Paperboard container manufacturing||31|2017|1084||1970||65204682||8199652||2088799||141821||110628||110788||110650||111972||231373||5376787||41334279||37364581||2779152||233341||522152||435053||6282779||0|D|0|D|23904175||4883899||1940902||300792||2642205||5256438||1966308||309158||2980972||719203||521744||197459||3810813||431031||30446||29955||35620||61264||890084||94585||23588||204289||221116||1788835|
01|00|00|0100000US|United States||322211|Corrugated and solid fiber box manufacturing||31|2017|650||1231||44346333||5209061||1327052||84366||63788||63849||63547||64551||134384||3256347||29117124||26127033||2242431||188106||309081||250473||3546938||0|D|0|D|15339589||2886761||987769||117240||1781752||3226396||1090907||124482||2011007||469308||328200||141108||2497576||262278||20810||22403||20165||37060||604639||62417||13589||143232||156049||1154934|
01|00|00|0100000US|United States||322212|Folding paperboard box manufacturing||31|2017|302||450||12517306||1949309||501873||35473||28161||28101||28419||28651||58642||1359127||7500877||6998914||210158||26717||115170||149918||1320310||0|D|0|D|5034843||1143158||539606||127391||476161||1216968||554285||131126||531557||169579||131900||37679||862912||127006||7523||6511||13058||20012||195255||15366||8095||41631||41718||386737|
01|00|00|0100000US|United States||322219|Other paperboard container manufacturing||31|2017|176||289||8341043||1041282||259874||21982||18679||18838||18684||18770||38347||761313||4716278||4238634||326563||18518||97901||34662||1415531||0||0||3529743||853980||413527||56161||384292||813074||321116||53550||438408||80316||61644||18672||450325||41747||2113||1041||2397||4192||90190||16802||1904||19426||23349||247164|
01|00|00|0100000US|United States||32222|Paper bag and coated and treated paper manufacturing||31|2017|576||738||20450223||2651026||651801||45700||34714||34905||34844||34788||70097||1654195||11148308||10420187||362722||92963||183344||89092||2375954||0|D|0|D|9264093||2168856||874256||373333||921267||2198996||824717||385050||989229||164480||129490||34990||996504||89271||14456||10034||19827||17934||195160||44624||20898||63459||54490||466351|
01|00|00|0100000US|United States||322220|Paper bag and coated and treated paper manufacturing||31|2017|576||738||20450223||2651026||651801||45700||34714||34905||34844||34788||70097||1654195||11148308||10420187||362722||92963||183344||89092||2375954||0|D|0|D|9264093||2168856||874256||373333||921267||2198996||824717||385050||989229||164480||129490||34990||996504||89271||14456||10034||19827||17934||195160||44624||20898||63459||54490||466351|
01|00|00|0100000US|United States||32223|Stationery product manufacturing||31|2017|324||381||5803949||764513||194632||16143||12722||12649||12576||12413||25211||514092||3790820||3354170||328768||6021||51472||50389||574198||0|D|0|D|1968264||619280||357085||32417||229778||548635||318607||26030||203998||55118||45914||9204||287903||27018||2226||2951||3452||6202||42150||5839||7728||14137||13077||163123|
01|00|00|0100000US|United States||322230|Stationery product manufacturing||31|2017|324||381||5803949||764513||194632||16143||12722||12649||12576||12413||25211||514092||3790820||3354170||328768||6021||51472||50389||574198||0|D|0|D|1968264||619280||357085||32417||229778||548635||318607||26030||203998||55118||45914||9204||287903||27018||2226||2951||3452||6202||42150||5839||7728||14137||13077||163123|
01|00|00|0100000US|United States||32229|Other converted paper product manufacturing||31|2017|472||570||15856077||1727268||447985||31246||24308||24634||24462||24608||50237||1167514||8425481||7729376||396487||80255||187911||31452||2845464||0|D|0||7420720||1300754||609785||80039||610930||1283229||607902||72046||603281||123813||99409||24404||993027||131716||6548||5546||9522||9319||159139||41005||25909||77483||53144||473696|
01|00|00|0100000US|United States||322291|Sanitary paper product manufacturing||31|2017|96||132||11591603||1026473||277179||17212||13700||13891||13783||13929||28918||726243||6310235||5858670||272834||47138||112693||18900||1842089||0||0||5277779||859812||418266||56380||385166||849020||427267||43790||377963||68729||53503||15226||689466||93748||4081||2186||6847||4454||110682||22015||10817||60698||36859||337079|
01|00|00|0100000US|United States||322299|All other converted paper product manufacturing||31|2017|380||438||4264474||700795||170806||14034||10608||10743||10679||10679||21319||441271||2115246||1870706||123653||33117||75218||12552||1003375||0|D|0||2142941||440942||191519||23659||225764||434209||180635||28256||225318||55084||45906||9178||303561||37968||2467||3360||2675||4865||48457||18990||15092||16785||16285||136617|
01|00|00|0100000US|United States||323|Printing and related support activities||31|2017|23771||25225||80900790||20719582||5085785||426180||308139||311080||310691||311102||574786||12881685||32736254||27864839||1407887||254988||915058||2293482||10170683||0|D|0|D|48224883||5423285||1695542||1049356||2678387||5438873||1761517||1043728||2633628||1642569||1263364||379205||8021384||1326568||178699||141759||107844||241719||1049291||146995||330678||422978||356755||3718098|
01|00|00|0100000US|United States||3231|Printing and related support activities||31|2017|23771||25225||80900790||20719582||5085785||426180||308139||311080||310691||311102||574786||12881685||32736254||27864839||1407887||254988||915058||2293482||10170683||0|D|0|D|48224883||5423285||1695542||1049356||2678387||5438873||1761517||1043728||2633628||1642569||1263364||379205||8021384||1326568||178699||141759||107844||241719||1049291||146995||330678||422978||356755||3718098|
01|00|00|0100000US|United States||32311|Printing||31|2017|22527||23857||77827809||19648624||4820736||403772||290928||293578||293432||293886||542514||12188573||31951628||27283148||1386372||249060||883320||2149728||9844003||0|D|0|D|45937057||5258073||1651724||991788||2614561||5271294||1717250||987138||2566906||1557386||1190815||366571||7661286||1238826||171077||133928||102872||228803||1010088||139230||323474||405790||339970||3567228|
01|00|00|0100000US|United States||323111|Commercial printing (except screen and books)||31|2017|16961||18181||65079799||16407220||4046271||320813||228676||230561||230223||230860||428540||10096199||26575971||22681017||1003647||210279||745826||1935202||8310364||0|D|0|D|38561767||3989250||1220387||817055||1951808||4101230||1265142||830239||2005849||1316667||998228||318439||6274945||1012019||150349||115292||87203||188049||878235||118810||225226||334285||283568||2881909|
01|00|00|0100000US|United States||323113|Commercial screen printing||31|2017|5125||5156||8432963||2229939||520804||61930||45205||45894||46098||45801||80924||1354764||3566507||3091508||293079||25770||63876||92274||637705||2968||50||4868350||1009387||398260||88325||522802||906231||421567||66912||417752||187554||159839||27715||857764||179106||15002||14095||11614||33403||57506||14772||91933||56901||38612||344820|
01|00|00|0100000US|United States||323117|Books printing||31|2017|484||520||4315047||1011465||253661||21029||17047||17123||17111||17225||33050||737610||1809150||1510623||89646||13011||73618||122252||895934||0|D|0||2506940||259436||33077||86408||139951||263833||30541||89987||143305||53165||32748||20417||528577||47701||5726||4541||4055||7351||74347||5648||6315||14604||17790||340499|
01|00|00|0100000US|United States||32312|Support activities for printing||31|2017|1276||1368||3072981||1070958||265049||22408||17211||17502||17259||17216||32272||693112||784626||581691||21515||5928||31738||143754||326680||327||0||2287826||165212||43818||57568||63826||167579||44267||56590||66722||85183||72549||12634||360098||87742||7622||7831||4972||12916||39203||7765||7204||17188||16785||150870|
01|00|00|0100000US|United States||323120|Support activities for printing||31|2017|1276||1368||3072981||1070958||265049||22408||17211||17502||17259||17216||32272||693112||784626||581691||21515||5928||31738||143754||326680||327||0||2287826||165212||43818||57568||63826||167579||44267||56590||66722||85183||72549||12634||360098||87742||7622||7831||4972||12916||39203||7765||7204||17188||16785||150870|
01|00|00|0100000US|United States||324|Petroleum and coal products manufacturing||31|2017|965||2140||548122623||11326840||3228080||108027||69594||72142||71329||70686||157165||6526795||445223682||414286825||21082385||5274052||3090249||1490171||56287946||20053998||6469511||106010326||32344897||14506871||8956301||8881725||37588590||16744950||9829607||11014033||1112566||232980||879586||21690332||1618783||64896||64444||72653||70148||6798899||913504||64940||1988443||2662854||7370768|
01|00|00|0100000US|United States||3241|Petroleum and coal products manufacturing||31|2017|965||2140||548122623||11326840||3228080||108027||69594||72142||71329||70686||157165||6526795||445223682||414286825||21082385||5274052||3090249||1490171||56287946||20053998||6469511||106010326||32344897||14506871||8956301||8881725||37588590||16744950||9829607||11014033||1112566||232980||879586||21690332||1618783||64896||64444||72653||70148||6798899||913504||64940||1988443||2662854||7370768|
01|00|00|0100000US|United States||32411|Petroleum refineries||31|2017|66||149||502941280||8258778||2524353||66352||40024||40678||39684||40353||92708||4595748||418264231||389191475||20288342||4797004||2745913||1241497||52444770||19662032||6157053||87678964||27631528||12131098||8472421||7028009||32583564||14286148||9319286||8978130||762347||73777||688570||19328368||1457388||37829||54969||54975||41472||6233910||784149||11791||1844280||2488833||6318772|
01|00|00|0100000US|United States||324110|Petroleum refineries||31|2017|66||149||502941280||8258778||2524353||66352||40024||40678||39684||40353||92708||4595748||418264231||389191475||20288342||4797004||2745913||1241497||52444770||19662032||6157053||87678964||27631528||12131098||8472421||7028009||32583564||14286148||9319286||8978130||762347||73777||688570||19328368||1457388||37829||54969||54975||41472||6233910||784149||11791||1844280||2488833||6318772|
01|00|00|0100000US|United States||32412|Asphalt paving, roofing, and saturated materials manufacturing||31|2017|588||1569||24311047||1791288||379636||25468||18675||20381||20544||19210||41587||1224595||13609654||12396365||486969||341964||263137||121219||2726782||0|D|0||10743107||2041108||1143189||127803||770116||2178479||1183501||129205||865773||230368||97522||132846||1193590||66735||11245||3734||9217||18699||329049||59619||15612||71925||90492||517263|
01|00|00|0100000US|United States||324121|Asphalt paving mixture and block manufacturing||31|2017|471||1347||13023050||1022208||194336||14798||10834||12278||12424||11069||23879||706627||7682954||6884601||220024||278030||186320||113979||1818155||0|D|0||5386873||1012872||441077||103860||467935||1113459||481121||110593||521745||160237||63384||96853||752499||50182||7401||2429||5154||12376||199584||15010||12676||40516||64032||343139|
01|00|00|0100000US|United States||324122|Asphalt shingle and coating materials manufacturing||31|2017|125||222||11287997||769080||185300||10670||7841||8103||8120||8141||17708||517968||5926700||5511764||266945||63934||76817||7240||908627||0|D|0||5356234||1028236||702112||23943||302181||1065020||702380||18612||344028||70131||34138||35993||441091||16553||3844||1305||4063||6323||129465||44609||2936||31409||26460||174124|
01|00|00|0100000US|United States||32419|Other petroleum and coal products manufacturing||31|2017|336||422||20870296||1276774||324091||16207||10895||11083||11101||11123||22870||706452||13349797||12698985||307074||135084||81199||127455||1116394||0|D|312458||7588255||2672261||1232584||356077||1083600||2826547||1275301||381116||1170130||119851||61681||58170||1168374||94660||15822||5741||8461||9977||235940||69736||37537||72238||83529||534733|
01|00|00|0100000US|United States||324191|Petroleum lubricating oil and grease manufacturing||31|2017|272||338||16874674||1063237||268113||13219||8533||8676||8703||8733||17559||541308||11012390||10502698||293523||82044||54179||79946||773658||0|D|0|D|5907037||2159644||1060243||331704||767697||2247682||1090958||345742||810982||89250||45871||43379||878277||87905||8571||5292||8064||8955||110678||44195||37420||49113||60504||457580|
